,index,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,viable_candidate
656,90207,1285820,25,30,1988,10,male,568.0,486,272,3,0,0,0,3,0,1
657,36346,1194969,14,16,1999,11,male,63.0,51,45,168,77,78,51,90,26,0
658,31130,1622977,80,25,1933,4,male,1541.0,40,18,115,19,115,12,0,7,0
659,38318,1278648,36,13,1977,11,male,72.0,55,37,853,45,853,44,0,1,1
660,87367,1592212,16,18,1997,2,male,521.0,389,166,9,11,9,3,0,8,0
661,67635,1772722,30,14,1983,9,female,366.0,159,133,16,1,4,1,12,0,0
662,42272,1621088,28,15,1985,3,male,726.0,62,42,129,7,129,5,0,2,0
663,65106,1590086,20,27,1993,4,male,300.0,144,95,804,44,804,43,0,1,1
664,46912,1314301,28,25,1985,12,female,1364.0,74,38,13,115,13,96,0,19,0
665,88891,1737288,19,16,1994,11,female,435.0,435,107,336,421,195,243,141,178,0
666,38163,1726631,18,15,1995,12,male,210.0,55,36,72,71,72,40,0,31,0
667,12714,1109450,61,17,1952,10,male,187.0,14,12,1,10,0,0,1,10,1
668,62335,1716591,39,3,1974,4,male,492.0,133,58,0,0,0,0,0,0,0
669,48587,1535529,17,14,1996,12,male,312.0,80,69,4,13,4,13,0,0,1
670,56382,1597650,23,14,1990,8,male,197.0,107,106,0,0,0,0,0,0,0
671,30341,1645054,83,29,1930,10,male,1585.0,40,15,0,0,0,0,0,0,1
672,39197,1687860,19,25,1994,8,female,177.0,56,38,849,1145,849,395,0,750,0
673,79454,1278908,18,8,1995,8,male,225.0,259,132,14,15,14,12,0,3,1
674,15674,1863217,27,24,1986,2,male,473.0,18,12,0,0,0,0,0,0,0
675,33129,1231000,62,25,1951,1,female,1189.0,44,30,29,2,29,2,0,0,0
676,14586,1169279,47,29,1966,1,male,69.0,16,13,0,0,0,0,0,0,1
677,4153,1942631,32,12,1981,5,female,209.0,2,1,0,0,0,0,0,0,0
678,2778,1702877,37,4,1976,11,male,717.0,1,0,0,0,0,0,0,0,1
679,29213,1021117,56,7,1957,2,male,363.0,38,19,38,4,0,2,38,2,0
680,4888,1242548,33,16,1980,1,male,216.0,2,2,194,67,0,10,194,57,0
681,95588,1442915,108,5,1905,2,male,1455.0,875,365,249,138,249,106,0,32,0
682,29439,1420445,65,26,1948,3,female,641.0,37,35,430,181,4,38,426,143,1
683,91728,2067300,29,5,1984,9,male,678.0,524,317,249,282,190,168,59,114,0
684,6869,1295990,62,1,1951,4,male,29.0,5,5,0,0,0,0,0,0,0
685,2804,1429457,37,9,1976,2,male,304.0,1,0,0,0,0,0,0,0,0
686,290,1750800,19,21,1994,8,male,769.0,0,0,0,0,0,0,0,0,0
687,12171,1133086,14,1,1999,3,female,296.0,13,11,0,0,0,0,0,0,0
688,92286,1550050,24,18,1989,8,male,272.0,600,314,16,0,0,0,16,0,0
689,92799,1095533,18,13,1995,12,male,629.0,604,289,409,395,17,160,392,235,1
690,79137,1956225,19,1,1994,1,male,639.0,258,194,0,3,0,2,0,1,0
691,93037,1101734,14,16,1999,12,female,327.0,628,72,3240,1480,1311,342,1929,1138,1
692,45092,1505085,16,12,1997,5,male,154.0,71,50,0,0,0,0,0,0,1
693,91760,1802722,32,2,1981,4,male,759.0,519,200,297,440,297,343,0,97,0
694,89639,1460865,65,15,1948,1,female,1432.0,471,164,92,166,56,70,36,96,0
695,70902,1624687,29,1,1984,10,female,532.0,177,54,144,16,0,1,144,15,1
696,82450,1409553,26,3,1987,6,male,991.0,299,184,15,3,3,2,12,1,1
697,16997,1262839,25,1,1988,1,male,52.0,20,16,3,3,3,3,0,0,0
698,89950,1691800,19,29,1994,9,female,530.0,460,355,662,240,438,120,224,120,1
699,79211,1061154,21,2,1992,2,female,643.0,255,183,1,0,0,0,1,0,1
700,17432,1054342,36,10,1977,6,male,485.0,19,12,30,15,30,5,0,10,1
701,64416,1594794,28,16,1985,7,female,354.0,144,96,1,51,1,41,0,10,0
702,12944,1156793,24,9,1989,7,male,37.0,13,13,3,5,0,1,3,4,0
703,16761,1024339,35,10,1978,6,male,226.0,19,10,1,28,0,9,1,19,0
704,5140,1569038,29,10,1984,8,female,696.0,3,2,0,0,0,0,0,0,1
705,34876,1672030,31,24,1982,4,female,95.0,48,30,4,2,4,1,0,1,1
706,47631,1852816,113,1,1900,4,male,1255.0,77,23,0,0,0,0,0,0,0
707,78319,1064480,30,28,1983,11,male,333.0,243,76,2,22,0,2,2,20,0
708,77052,1149518,26,23,1987,10,female,107.0,229,181,603,381,164,195,439,186,0
709,7767,2065432,44,16,1969,11,male,634.0,6,4,0,0,0,0,0,0,1
710,39952,2073313,76,14,1937,1,female,1275.0,59,23,81,47,65,25,16,22,1
711,84675,1567248,16,26,1997,3,female,337.0,324,99,69,58,69,57,0,1,1
712,66791,1071833,20,29,1993,9,female,469.0,153,72,38,0,38,0,0,0,0
713,68247,1537991,21,10,1992,10,female,471.0,167,34,0,1,0,1,0,0,1
714,34326,1250367,38,28,1975,5,female,141.0,46,35,97,5,97,5,0,0,0
715,11691,1748868,40,11,1973,7,male,417.0,12,12,0,0,0,0,0,0,0
716,97242,1357973,20,6,1993,8,male,1118.0,1799,1171,38,58,31,51,7,7,0
717,28199,2085914,108,1,1905,6,,2265.0,36,17,75,122,53,42,22,80,0
718,87295,1535003,34,10,1979,11,male,718.0,408,344,4,36,4,32,0,4,1
719,36047,1498227,44,17,1969,8,male,399.0,51,37,18,3,18,0,0,3,1
720,20969,1902697,53,3,1960,3,male,126.0,25,21,17,7,17,4,0,3,1
721,27394,1483272,68,14,1945,1,male,618.0,34,30,31,0,1,0,30,0,1
722,17079,1117405,23,8,1990,11,male,236.0,19,15,5,1,5,1,0,0,1
723,73341,1975349,23,17,1990,7,male,343.0,198,188,3,8,2,8,1,0,1
724,79358,1227373,28,28,1985,1,female,899.0,258,52,6,31,3,27,3,4,0
725,48279,1999579,20,3,1993,6,female,622.0,81,46,0,0,0,0,0,0,0
726,50277,1353655,29,23,1984,9,female,447.0,82,58,928,104,928,54,0,50,0
727,13612,1531383,21,20,1992,2,male,522.0,15,7,0,0,0,0,0,0,1
728,60859,1508867,33,16,1980,8,male,28.0,123,118,55,10,55,10,0,0,1
729,90915,1776442,29,3,1984,4,male,373.0,516,327,603,646,603,605,0,41,1
730,35848,1486799,19,6,1994,8,male,73.0,51,36,4,3,4,2,0,1,1
731,48529,2037358,30,12,1983,2,male,158.0,81,65,2,8,2,0,0,8,1
732,44320,1527157,28,1,1985,12,male,444.0,69,28,0,0,0,0,0,0,0
733,1224,1367312,36,20,1977,10,female,13.0,0,0,0,0,0,0,0,0,0
734,72338,1838941,106,11,1907,12,male,983.0,196,77,1,1,1,1,0,0,0
735,52819,2022802,23,30,1990,6,male,135.0,91,50,33,69,33,57,0,12,0
736,19826,1173530,26,27,1987,11,male,862.0,24,23,0,0,0,0,0,0,0
737,6807,1146956,45,27,1968,4,male,283.0,5,5,0,0,0,0,0,0,1
738,75144,1738340,20,20,1993,11,male,355.0,213,43,0,0,0,0,0,0,0
739,58425,1515188,25,1,1988,1,male,218.0,113,51,2,0,2,0,0,0,0
740,87110,1990967,20,17,1993,11,female,63.0,368,80,3266,828,3266,491,0,337,1
741,36398,1064941,63,10,1950,1,female,27.0,51,50,333,128,52,72,281,56,0
742,64282,1008198,22,17,1991,6,male,226.0,141,111,0,0,0,0,0,0,1
743,6511,1153151,14,9,1999,7,female,88.0,5,5,0,0,0,0,0,0,1
744,6929,2023879,47,30,1966,10,male,30.0,5,1,1,1,0,1,1,0,1
745,19599,1348668,33,15,1980,6,male,200.0,22,14,70,11,70,11,0,0,1
746,36892,1962530,32,16,1981,3,male,296.0,53,33,5,0,5,0,0,0,1
747,76175,1028830,16,22,1997,5,female,979.0,224,94,0,0,0,0,0,0,1
748,808,1502861,27,2,1986,2,male,14.0,0,0,0,0,0,0,0,0,1
749,79121,1182894,18,1,1995,1,male,430.0,256,170,0,1,0,0,0,1,0
750,30315,2072195,63,3,1950,3,male,2199.0,40,28,0,0,0,0,0,0,0
751,73933,1235422,18,17,1995,5,male,599.0,201,151,283,14,277,11,6,3,0
752,11677,1163194,34,29,1979,10,male,277.0,12,4,0,0,0,0,0,0,1
753,79601,1916860,52,23,1961,2,male,299.0,259,97,36,13,36,10,0,3,1
754,38850,1535041,58,26,1955,12,female,269.0,56,33,20,15,2,10,18,5,1
755,9994,1311483,60,21,1953,3,male,930.0,10,4,0,0,0,0,0,0,1
756,67175,1570251,46,10,1967,8,female,718.0,152,66,491,561,311,419,180,142,1
757,46733,1688955,29,5,1984,1,male,549.0,75,22,4,0,1,0,3,0,0
758,95669,1520019,18,8,1995,3,male,982.0,909,671,375,183,375,119,0,64,1
759,90733,1361372,17,26,1996,7,male,438.0,483,205,184,292,42,86,142,206,1
760,32480,1691975,25,3,1988,1,male,222.0,45,27,0,1,0,1,0,0,0
761,33122,2116972,18,6,1995,5,male,48.0,44,39,28,3,28,0,0,3,0
762,26037,1903410,19,25,1994,5,female,46.0,33,28,16,4,16,4,0,0,1
763,37554,1703367,49,10,1964,12,female,427.0,54,23,0,0,0,0,0,0,0
764,77571,1330050,54,12,1959,10,female,1190.0,239,97,24,48,7,29,17,19,0
765,64838,1665134,21,1,1992,4,female,635.0,142,58,58,84,44,47,14,37,0
766,87206,1802576,108,31,1905,12,male,1181.0,409,76,1,4,0,2,1,2,1
767,91789,1200434,21,13,1992,7,female,363.0,548,476,394,204,26,27,368,177,0
768,59623,1743563,75,29,1938,10,female,1788.0,119,41,8,33,1,26,7,7,0
769,1158,1256256,34,9,1979,8,male,22.0,0,0,0,0,0,0,0,0,0
770,53305,1008138,33,1,1980,10,male,419.0,97,56,0,7,0,2,0,5,1
771,36478,2082116,19,12,1994,12,male,490.0,52,43,0,0,0,0,0,0,1
772,35833,1941235,31,1,1982,10,male,537.0,50,27,4,0,1,0,3,0,0
773,2757,1449265,36,12,1977,11,male,276.0,1,0,0,0,0,0,0,0,1
774,9523,2090907,22,30,1991,12,male,104.0,10,7,0,2,0,0,0,2,1
775,15289,1911070,23,3,1990,7,male,301.0,16,7,21,1,21,1,0,0,1
776,76585,1512615,27,23,1986,2,male,680.0,222,139,22,34,18,10,4,24,0
777,42198,1301425,48,1,1965,1,male,1907.0,64,36,84,87,70,69,14,18,0
778,23465,1129869,64,18,1949,12,female,1208.0,29,17,0,0,0,0,0,0,1
779,15356,1293733,26,1,1987,1,male,454.0,17,13,34,0,34,0,0,0,0
780,43017,1683865,28,26,1985,9,female,564.0,66,49,21,101,20,60,1,41,0
781,56696,1141491,26,1,1987,1,female,338.0,105,56,10,11,10,11,0,0,1
782,83264,1321373,24,23,1989,5,male,1435.0,312,52,2,57,1,41,1,16,1
783,9251,1030733,39,18,1974,10,female,287.0,8,7,8,6,8,5,0,1,0
784,97657,1712392,15,13,1998,2,female,580.0,1542,1072,570,390,475,96,95,294,1
785,10835,1845774,22,1,1991,7,female,143.0,10,7,1635,81,0,15,1635,66,0
786,64614,1445578,17,4,1996,9,female,336.0,143,106,11,15,10,13,1,2,0
787,57580,1026848,32,9,1981,9,male,566.0,108,67,8,14,3,4,5,10,1
788,96051,1464168,23,30,1990,12,male,731.0,1031,936,0,7,0,1,0,6,0
789,64960,1476695,52,15,1961,12,male,884.0,143,53,180,202,114,134,66,68,0
790,69339,1422108,102,11,1911,11,male,705.0,173,171,0,8,0,5,0,3,1
791,92780,1327800,17,31,1996,10,male,357.0,602,471,350,979,102,558,248,421,1
792,21872,1318029,65,10,1948,12,female,1183.0,27,14,4,19,4,15,0,4,1
793,72379,2189845,22,1,1991,4,male,352.0,193,85,2,2,2,2,0,0,1
794,2407,1172517,25,1,1988,1,male,34.0,1,1,0,0,0,0,0,0,1
795,20311,1718219,78,29,1935,8,female,23.0,24,21,18,12,3,0,15,12,1
796,45736,1785866,20,21,1993,8,male,625.0,71,35,16,2,16,2,0,0,1
797,2514,1153617,27,22,1986,9,male,108.0,1,1,0,0,0,0,0,0,0
798,17669,1675983,49,25,1964,7,female,239.0,20,10,2384,431,2384,410,0,21,1
799,29210,1839522,51,10,1962,6,male,27.0,37,31,36,41,36,33,0,8,1
800,52594,1706398,46,9,1967,12,male,712.0,92,49,5,11,5,8,0,3,1
801,63022,2020608,68,15,1945,3,male,1201.0,132,60,154,90,38,68,116,22,1
802,95548,1906911,20,1,1993,8,female,363.0,993,453,203,636,203,610,0,26,0
803,41815,1103600,59,28,1954,5,female,1499.0,62,19,14,19,1,4,13,15,1
804,18291,2173490,31,6,1982,12,male,712.0,21,14,58,66,58,19,0,47,0
805,60678,2103599,21,29,1992,6,female,295.0,122,41,13,100,13,65,0,35,0
806,74927,1930490,18,15,1995,9,female,245.0,209,132,215,160,215,97,0,63,1
807,59247,1263780,20,22,1993,2,male,831.0,116,34,0,16,0,4,0,12,1
808,7896,1472741,62,14,1951,12,male,226.0,6,0,0,2,0,2,0,0,1
809,66429,1077710,67,5,1946,9,female,809.0,154,129,2,9,0,5,2,4,0
810,50741,1407684,28,8,1985,5,male,267.0,85,19,10,0,5,0,5,0,0
811,37753,1236006,18,4,1995,4,male,325.0,55,37,4,1,4,1,0,0,0
812,72226,1469145,20,29,1993,6,female,172.0,195,19,0,7,0,4,0,3,1
813,31118,1948217,41,2,1972,8,female,351.0,41,19,108,53,108,49,0,4,0
814,86345,1785380,21,15,1992,5,female,426.0,373,77,7,18,7,9,0,9,0
815,73422,1700336,26,28,1987,5,male,296.0,202,122,7,15,7,8,0,7,0
816,92384,2104962,19,10,1994,10,female,289.0,579,401,34,619,34,385,0,234,0
817,97100,1861402,31,23,1982,5,female,1354.0,1576,325,5,1313,1,837,4,476,1
818,61066,1785170,77,26,1936,6,female,443.0,122,46,368,562,0,52,368,510,1
819,5904,1305264,24,1,1989,3,male,139.0,4,0,0,0,0,0,0,0,1
820,56505,1690062,76,27,1937,2,male,1522.0,107,57,1,0,1,0,0,0,0
821,90205,1201256,39,21,1974,12,male,347.0,508,378,2,5,2,4,0,1,1
822,50132,1672859,36,28,1977,12,female,569.0,83,71,131,7,126,0,5,7,1
823,40510,1606862,54,13,1959,11,female,221.0,61,38,7,0,7,0,0,0,0
824,28372,1728907,22,8,1991,12,female,342.0,38,3,0,0,0,0,0,0,1
825,13981,1810841,20,8,1993,1,male,25.0,15,8,4,0,4,0,0,0,0
826,22782,2058059,30,30,1983,1,female,297.0,28,13,4,0,4,0,0,0,0
827,10247,1303756,34,2,1979,4,male,652.0,9,2,2,4,0,2,2,2,1
828,85495,1405264,42,6,1971,3,female,573.0,353,211,26,13,0,3,26,10,0
829,76869,1495268,16,5,1997,7,female,533.0,230,118,131,67,57,56,74,11,0
830,61717,1774684,47,18,1966,9,male,110.0,129,34,27,20,27,19,0,1,0
831,84654,2193156,61,3,1952,9,female,961.0,326,217,64,122,19,14,45,108,1
832,30514,2078786,34,8,1979,10,male,329.0,40,17,2,22,2,9,0,13,0
833,23485,1864809,68,7,1945,12,male,329.0,30,22,0,2,0,1,0,1,1
834,71383,1264862,22,22,1991,6,male,56.0,183,165,3,13,3,12,0,1,1
835,29099,1529872,17,26,1996,8,male,36.0,37,30,19,55,19,55,0,0,1
836,94361,2178013,22,29,1991,4,male,1027.0,743,624,42,22,11,16,31,6,0
837,44048,1498767,54,25,1959,5,female,698.0,67,21,73,24,73,15,0,9,0
838,36046,2178133,22,21,1991,5,male,52.0,50,50,18,7,18,6,0,1,1
839,42476,1007297,16,3,1997,9,female,367.0,65,28,0,0,0,0,0,0,0
840,58370,1554260,13,24,2000,2,male,119.0,112,36,1,2,1,2,0,0,0
841,9526,1738304,21,29,1992,2,male,545.0,10,6,0,0,0,0,0,0,1
842,39836,1909883,23,16,1990,6,female,157.0,58,34,29,16,29,14,0,2,0
843,40081,1935872,23,8,1990,1,male,108.0,59,45,311,62,311,60,0,2,0
844,86683,1569155,103,29,1910,3,female,1686.0,379,199,92,76,80,38,12,38,1
845,49264,2148026,13,16,2000,4,female,77.0,79,65,868,283,868,270,0,13,0
846,89110,1089270,15,13,1998,1,female,106.0,438,212,5447,2930,5447,1975,0,955,0
847,63753,1968233,18,25,1995,8,male,390.0,136,77,23,0,23,0,0,0,1
848,3178,1548570,27,17,1986,8,male,899.0,1,1,1,1,0,0,1,1,0
849,38179,2105955,23,8,1990,1,male,196.0,55,13,86,16,86,11,0,5,1
850,20960,2076784,50,20,1963,5,male,1432.0,25,9,16,2,12,1,4,1,0
851,39659,1435228,76,1,1937,11,male,1479.0,58,30,9,10,0,9,9,1,1
852,3277,2147521,18,15,1995,4,female,195.0,1,1,1,1,1,1,0,0,1
853,38976,1940426,19,25,1994,8,female,458.0,57,32,49,8,49,2,0,6,0
854,39805,1415826,27,5,1986,6,male,276.0,58,39,25,13,22,10,3,3,0
855,31909,1356745,71,22,1942,9,female,1580.0,42,17,10,7,9,3,1,4,1
856,46135,1028050,49,5,1964,2,female,351.0,72,62,175,9,175,6,0,3,0
857,69410,1172819,21,3,1992,11,male,324.0,175,105,2,1,2,1,0,0,0
858,16537,1560258,39,15,1974,12,male,241.0,20,18,0,0,0,0,0,0,1
859,76582,1155710,52,21,1961,6,female,1550.0,227,141,21,33,21,23,0,10,1
860,77068,1584183,41,22,1972,2,female,501.0,224,190,710,679,536,276,174,403,1
861,18211,1861590,26,1,1987,1,male,333.0,21,18,21,2,21,0,0,2,0
862,10983,1222398,34,1,1979,3,female,247.0,11,10,0,0,0,0,0,0,0
863,87174,1834976,25,8,1988,8,male,1118.0,404,354,0,0,0,0,0,0,0
864,40642,1944583,27,6,1986,3,male,517.0,61,18,20,0,0,0,20,0,0
865,51896,1648077,33,4,1980,9,male,388.0,89,80,35,9,35,6,0,3,0
866,71283,2029419,23,30,1990,7,female,463.0,185,129,1,0,1,0,0,0,1
867,85054,2191145,42,6,1971,8,female,279.0,323,213,1466,2554,1144,1272,322,1282,1
868,5676,1241887,42,1,1971,1,male,38.0,3,2,19,23,16,9,3,14,0
869,72012,1886865,17,22,1996,10,male,331.0,186,157,288,287,256,138,32,149,1
870,17005,2057409,21,5,1992,2,male,33.0,20,15,3,33,3,21,0,12,0
871,46648,2092407,20,13,1993,6,female,149.0,75,63,2,0,2,0,0,0,1
872,90619,1202123,20,30,1993,9,male,558.0,498,226,105,113,105,108,0,5,1
873,35112,1268466,32,25,1981,9,male,409.0,48,32,25,22,0,6,25,16,1
874,34951,2103651,20,2,1993,2,male,366.0,49,31,8,0,8,0,0,0,0
875,8408,2070468,101,12,1912,12,female,450.0,7,6,9,1,1,0,8,1,1
876,94998,1506794,18,16,1995,9,female,788.0,744,459,2576,947,66,212,2510,735,0
877,52518,1359764,41,10,1972,6,male,531.0,93,43,3,0,0,0,3,0,0
878,15216,1343963,21,17,1992,4,female,536.0,16,9,13,10,11,6,2,4,1
879,7233,1538132,38,3,1975,7,male,421.0,5,3,28,4,28,1,0,3,1
880,37476,1729882,23,8,1990,11,male,342.0,55,35,0,2,0,0,0,2,0
881,11503,1889341,25,17,1988,1,female,64.0,11,7,261,101,261,26,0,75,1
882,23699,1090755,22,1,1991,1,male,1299.0,30,12,2,0,2,0,0,0,1
883,81711,1606111,57,2,1956,10,female,1816.0,279,50,88,240,87,160,1,80,1
884,87023,1244980,35,1,1978,1,female,708.0,360,211,787,340,201,167,586,173,1
885,66224,1264401,37,15,1976,11,male,550.0,148,94,1777,4291,890,2684,887,1607,1
886,13277,1584798,22,25,1991,6,female,369.0,14,7,17,9,9,3,8,6,1
887,73514,1361217,31,2,1982,10,male,474.0,198,125,15,226,15,214,0,12,1
888,19554,1667511,36,9,1977,6,female,246.0,22,6,44,32,44,29,0,3,1
889,5948,1226294,27,20,1986,6,male,152.0,4,3,0,1,0,1,0,0,0
890,96649,1059722,24,5,1989,7,female,729.0,1139,762,440,265,440,230,0,35,0
891,50330,2062224,21,8,1992,11,female,600.0,87,43,0,0,0,0,0,0,1
892,65240,2114033,26,1,1987,1,male,382.0,150,95,0,0,0,0,0,0,0
893,69629,2120749,36,19,1977,11,male,1417.0,171,89,18,25,17,8,1,17,0
894,65437,1824186,105,29,1908,2,male,1120.0,150,82,3,9,0,2,3,7,1
895,57082,1781562,58,26,1955,9,male,1376.0,105,65,341,174,341,98,0,76,0
896,30263,1173782,37,11,1976,10,male,448.0,41,16,0,84,0,40,0,44,0
897,98557,1210384,17,10,1996,6,male,503.0,2012,528,568,1581,104,360,464,1221,1
898,17781,1048740,29,20,1984,10,female,255.0,21,4,0,0,0,0,0,0,0
899,41009,1829813,50,24,1963,9,female,184.0,61,31,688,356,3,15,685,341,1
900,72089,1783555,36,13,1977,5,female,241.0,185,96,591,270,591,239,0,31,0
901,9084,1199386,67,14,1946,9,male,1728.0,8,5,1,1,1,1,0,0,0
902,56898,1632987,18,20,1995,2,male,66.0,105,90,54,16,54,14,0,2,1
903,38235,1388093,102,24,1911,11,male,1140.0,54,38,152,17,0,8,152,9,0
904,46139,1969590,61,26,1952,11,female,708.0,72,49,185,48,185,43,0,5,1
905,11099,1895577,73,31,1940,10,male,1011.0,11,3,0,3,0,2,0,1,1
906,28410,1077171,24,28,1989,7,female,330.0,38,19,0,0,0,0,0,0,1
907,68726,1284321,18,4,1995,11,male,223.0,169,112,30,18,14,2,16,16,0
908,88957,1461767,58,29,1955,5,male,1769.0,414,291,512,98,417,62,95,36,0
909,89151,1365650,21,12,1992,5,male,330.0,443,313,0,0,0,0,0,0,0
910,28371,1068976,20,26,1993,9,male,255.0,38,12,0,0,0,0,0,0,0
911,44124,1880850,59,15,1954,4,female,319.0,67,43,146,2,146,2,0,0,0
912,1076,1489408,32,21,1981,9,female,134.0,0,0,0,0,0,0,0,0,1
913,76535,1508352,21,2,1992,1,male,218.0,230,137,14,21,14,17,0,4,1
914,6713,1351762,32,11,1981,7,male,20.0,5,5,0,0,0,0,0,0,0
915,88579,1477063,15,6,1998,1,female,184.0,434,140,60,94,22,47,38,47,1
916,988,2129308,30,6,1983,10,male,33.0,0,0,0,0,0,0,0,0,0
917,84125,1142530,15,29,1998,10,male,174.0,324,290,0,19,0,15,0,4,0
918,85085,2029292,47,19,1966,8,female,1325.0,332,220,3776,1966,3471,1728,305,238,1
919,78551,1377468,62,26,1951,10,male,795.0,249,54,19,52,0,1,19,51,0
920,3432,1039717,16,3,1997,7,female,56.0,1,1,4,0,0,0,4,0,0
921,23490,1680218,70,7,1943,12,male,715.0,30,20,0,0,0,0,0,0,0
922,6166,1543283,68,19,1945,5,male,445.0,4,4,0,0,0,0,0,0,0
923,92540,1086332,16,25,1997,9,female,673.0,574,378,104,232,54,148,50,84,0
924,56389,1755845,24,22,1989,6,female,305.0,107,32,0,0,0,0,0,0,1
925,8525,1569537,37,1,1976,1,female,763.0,7,4,22,3,22,3,0,0,1
926,9262,1805938,66,10,1947,7,male,242.0,8,6,10,0,10,0,0,0,1
927,57651,1104241,24,29,1989,7,female,242.0,109,51,13,92,13,73,0,19,1
928,51051,1140025,19,10,1994,11,female,244.0,86,33,70,5,70,5,0,0,1
929,19236,1032117,24,17,1989,7,female,92.0,23,21,8,67,8,67,0,0,0
930,55712,1970266,46,20,1967,9,male,2202.0,101,38,9,30,9,30,0,0,1
931,58171,1005334,31,7,1982,7,female,193.0,111,82,1156,509,1156,322,0,187,0
932,6683,2055557,29,12,1984,6,female,743.0,5,2,0,0,0,0,0,0,0
933,78570,1618909,26,17,1987,10,male,389.0,241,191,22,37,22,30,0,7,0
934,17199,1622292,22,15,1991,11,male,48.0,19,11,9,1,3,0,6,1,1
935,17334,1156871,58,2,1955,2,,1822.0,19,10,17,32,17,28,0,4,0
936,46555,1369655,27,6,1986,1,male,90.0,76,14,1,0,1,0,0,0,1
937,5090,1096298,26,1,1987,1,female,612.0,3,1,0,0,0,0,0,0,1
938,22940,1837218,50,14,1963,8,female,1743.0,28,21,22,6,14,2,8,4,1
939,37007,1701050,21,30,1992,6,male,791.0,52,31,11,24,11,24,0,0,0
940,12684,2035826,57,11,1956,2,male,1706.0,13,6,1,0,0,0,1,0,1
941,75486,1738697,27,3,1986,10,male,846.0,214,154,11,32,11,31,0,1,0
942,47143,1042907,25,30,1988,9,male,144.0,75,70,51,7,51,7,0,0,0
943,39088,1490001,108,25,1905,2,male,1047.0,57,41,124,18,0,7,124,11,1
944,47220,1096828,72,27,1941,4,female,649.0,76,71,83,23,0,3,83,20,0
945,64392,1716666,22,16,1991,12,male,420.0,142,133,1,0,1,0,0,0,0
946,18179,1418866,64,20,1949,11,male,919.0,21,10,16,6,16,4,0,2,0
947,79833,1778555,105,8,1908,11,,1357.0,252,163,162,46,136,29,26,17,1
948,50199,1449760,38,5,1975,7,female,252.0,82,51,237,212,237,181,0,31,0
949,49338,1024186,20,24,1993,8,male,559.0,82,40,0,0,0,0,0,0,1
950,17813,1922937,39,6,1974,12,male,227.0,21,4,0,0,0,0,0,0,1
951,5578,1632536,37,3,1976,1,male,539.0,3,3,4,1,4,0,0,1,0
952,46572,2185322,25,1,1988,1,male,273.0,76,74,1,1,1,1,0,0,1
953,9886,1436276,46,1,1967,1,female,411.0,10,8,0,1,0,0,0,1,0
954,14164,2023269,46,12,1967,7,female,241.0,15,11,38,48,38,36,0,12,0
955,19275,2037325,58,4,1955,2,female,1535.0,23,18,10,3,10,1,0,2,1
956,8792,2129329,24,12,1989,1,male,117.0,8,7,0,0,0,0,0,0,1
957,22182,1819229,57,5,1956,5,female,1422.0,27,8,25,56,25,17,0,39,0
958,16576,1417689,44,28,1969,10,female,110.0,20,15,0,0,0,0,0,0,1
959,65639,1097273,18,20,1995,12,male,477.0,147,105,15,14,0,0,15,14,0
960,90099,1638638,17,4,1996,5,male,533.0,489,426,0,9,0,8,0,1,0
961,16316,1745425,17,21,1996,7,male,264.0,19,18,0,0,0,0,0,0,1
962,37227,1460213,61,20,1952,9,female,1074.0,53,15,65,0,65,0,0,0,0
963,17522,1547135,31,8,1982,6,male,43.0,19,10,59,29,59,17,0,12,1
964,78819,1151036,20,12,1993,5,male,45.0,250,185,123,68,123,64,0,4,0
965,94690,2080858,19,13,1994,9,female,351.0,780,139,290,1058,290,856,0,202,0
966,66966,1983301,81,5,1932,9,male,817.0,156,49,100,14,100,10,0,4,1
967,29843,1104513,48,6,1965,5,male,200.0,39,30,13,16,1,3,12,13,0
968,80091,1841280,15,14,1998,11,male,306.0,265,245,0,2,0,1,0,1,0
969,83708,1434690,108,30,1905,9,male,906.0,305,134,95,18,95,17,0,1,1
970,30900,1684110,21,15,1992,12,male,336.0,40,24,26,14,26,14,0,0,0
971,89849,1615766,18,30,1995,3,male,301.0,450,261,322,233,311,139,11,94,0
972,98171,1366239,18,12,1995,8,female,574.0,3179,1382,29,68,29,56,0,12,1
973,82390,1363543,24,17,1989,12,male,153.0,296,187,8,38,8,3,0,35,1
974,48283,2016741,21,2,1992,2,male,269.0,81,50,0,0,0,0,0,0,0
975,81523,2073717,18,25,1995,12,male,73.0,276,229,31,191,31,185,0,6,1
976,27765,2159439,31,9,1982,1,male,137.0,36,18,0,1,0,1,0,0,0
977,1347,2145218,41,11,1972,8,male,393.0,0,0,0,0,0,0,0,0,0
978,77805,1585979,52,11,1961,12,female,534.0,237,168,98,436,0,119,98,317,1
979,49467,1654786,108,13,1905,3,female,942.0,82,48,0,0,0,0,0,0,1
980,23218,2077684,23,11,1990,3,female,215.0,30,18,0,2,0,1,0,1,1
981,65791,2162603,17,4,1996,8,male,272.0,145,128,40,2,20,2,20,0,1
982,46528,2168930,31,1,1982,1,male,381.0,74,40,1,0,0,0,1,0,1
983,12492,1584908,36,6,1977,10,male,114.0,13,12,0,0,0,0,0,0,0
984,24593,2179803,28,5,1985,5,male,607.0,31,17,0,2,0,2,0,0,1
