age,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
113,female,1432,74,31,339,157,11,66,328,91
58,female,614,75,54,331,136,110,69,221,67
13,male,130,75,47,346,6,339,5,7,1
71,female,356,76,49,346,46,325,29,21,17
47,male,922,75,33,336,65,334,60,2,5
23,male,25,75,72,330,188,330,188,0,0
43,female,332,74,39,363,46,285,24,78,22
55,male,581,74,46,359,40,359,22,0,18
40,female,235,76,29,348,330,348,116,0,214
103,male,1666,74,40,376,95,63,21,313,74
50,female,1478,75,49,393,139,393,99,0,40
50,female,647,75,46,370,124,370,101,0,23
19,female,328,75,42,400,271,264,108,136,163
30,male,328,74,47,416,228,350,202,66,26
26,male,379,75,61,404,347,296,199,108,148
24,female,228,76,39,434,127,414,63,20,64
26,male,230,76,66,442,39,442,27,0,12
59,female,919,74,31,467,221,3,92,464,129
66,male,1407,76,50,455,339,0,72,455,267
31,female,375,76,31,474,113,474,93,0,20
52,male,858,76,74,455,131,455,67,0,64
23,female,399,75,70,484,96,16,17,468,79
45,female,259,74,26,497,168,3,7,494,161
72,female,1722,74,53,507,39,507,25,0,14
47,female,677,75,21,519,156,519,113,0,43
54,female,299,76,63,508,259,508,181,0,78
53,female,1272,76,43,545,136,25,39,520,97
50,male,182,76,35,530,1911,0,307,530,1604
20,male,433,76,62,550,29,465,27,85,2
22,female,496,76,41,532,79,532,57,0,22
22,female,486,76,35,523,514,523,421,0,93
19,female,426,74,35,587,759,0,69,587,690
106,female,186,75,57,584,330,223,201,361,129
25,female,93,74,24,565,839,374,484,191,355
85,female,1195,75,37,565,142,495,17,70,125
18,female,56,74,70,586,260,586,242,0,18
61,female,749,74,56,627,195,0,19,627,176
22,male,394,75,40,625,160,299,103,326,57
46,female,1342,74,56,655,202,480,150,175,52
46,male,478,75,39,629,23,625,6,4,17
22,female,305,75,34,629,202,629,89,0,113
29,female,133,75,26,651,123,651,95,0,28
35,female,761,74,42,629,109,629,76,0,33
58,female,1384,76,43,621,282,621,206,0,76
20,male,832,74,16,703,329,258,165,445,164
22,female,173,74,21,724,66,667,21,57,45
23,female,48,75,48,715,605,643,361,72,244
28,female,470,75,38,698,2,698,2,0,0
70,female,73,75,43,676,104,676,76,0,28
64,female,347,75,53,780,19,0,6,780,13
18,female,269,74,44,763,305,3,96,760,209
61,female,726,76,27,776,421,2,189,774,232
38,female,277,75,24,745,523,5,20,740,503
49,female,551,76,21,744,25,668,22,76,3
25,female,145,75,38,773,949,746,525,27,424
38,female,260,74,35,738,430,738,294,0,136
43,male,413,76,49,745,366,745,237,0,129
27,female,426,75,33,822,253,18,88,804,165
25,male,385,75,63,865,753,537,87,328,666
20,female,249,74,35,827,79,672,69,155,10
18,female,896,76,38,818,658,818,622,0,36
26,female,315,76,53,972,148,939,93,33,55
51,female,823,76,26,952,92,770,59,182,33
50,female,447,75,43,905,29,905,20,0,9
54,male,54,76,70,974,142,974,122,0,20
57,female,1649,75,29,979,496,979,328,0,168
72,male,401,75,53,1037,519,0,56,1037,463
66,female,1492,76,42,1142,121,78,25,1064,96
54,female,374,74,48,1159,59,613,26,546,33
52,female,566,74,34,1204,432,1075,161,129,271
16,female,130,75,22,1202,199,1202,171,0,28
19,female,107,75,47,1355,1288,214,376,1141,912
27,female,44,75,71,1512,1152,592,440,920,712
63,female,542,75,43,1436,303,1436,160,0,143
26,female,396,74,48,1693,132,1693,72,0,60
69,female,1585,76,39,2198,241,239,40,1959,201
65,female,291,74,56,2055,1054,1966,204,89,850
20,female,115,75,56,2306,1584,1746,1139,560,445
32,female,540,75,50,2333,1440,1802,1083,531,357
47,male,184,74,48,2006,187,2006,170,0,17
46,male,405,76,41,2066,674,2066,587,0,87
59,female,1259,76,41,2822,368,2822,235,0,133
19,female,463,75,47,5242,1785,2527,922,2715,863
43,female,162,76,32,3696,785,3694,385,2,400
51,female,1439,74,31,4858,1122,4858,712,0,410
14,male,314,77,42,0,0,0,0,0,0
13,male,182,78,52,0,0,0,0,0,0
14,male,349,77,41,0,1,0,1,0,0
16,male,318,78,56,0,0,0,0,0,0
15,male,216,78,56,0,0,0,0,0,0
17,male,312,77,41,0,0,0,0,0,0
17,female,294,77,57,0,0,0,0,0,0
16,male,250,78,24,0,2,0,2,0,0
16,male,247,77,60,0,1,0,1,0,0
16,male,420,77,70,0,0,0,0,0,0
16,male,319,78,61,0,0,0,0,0,0
18,male,447,78,58,0,0,0,0,0,0
18,male,150,77,70,0,0,0,0,0,0
17,male,70,78,69,0,0,0,0,0,0
19,male,637,78,46,0,0,0,0,0,0
19,male,406,77,53,0,0,0,0,0,0
18,male,581,77,27,0,9,0,8,0,1
18,male,300,78,66,0,3,0,3,0,0
18,female,215,78,19,0,0,0,0,0,0
19,male,203,77,51,0,1,0,0,0,1
19,female,377,77,29,0,6,0,0,0,6
20,male,1047,78,41,0,0,0,0,0,0
20,male,291,78,56,0,0,0,0,0,0
20,male,169,77,52,0,4,0,3,0,1
20,male,233,78,71,0,1,0,1,0,0
22,female,332,77,24,0,2,0,2,0,0
21,male,232,78,69,0,5,0,3,0,2
21,male,242,77,60,0,2,0,2,0,0
21,male,717,78,54,0,0,0,0,0,0
21,male,594,78,48,0,3,0,2,0,1
21,male,266,77,48,0,4,0,2,0,2
23,female,203,78,62,0,0,0,0,0,0
22,male,586,78,50,0,20,0,19,0,1
22,female,240,77,39,0,6,0,0,0,6
23,male,525,77,46,0,0,0,0,0,0
23,female,544,78,12,0,7,0,3,0,4
23,male,553,78,57,0,0,0,0,0,0
23,male,293,77,56,0,5,0,5,0,0
23,male,209,78,51,0,0,0,0,0,0
23,male,175,78,63,0,0,0,0,0,0
23,male,27,78,65,0,0,0,0,0,0
23,male,201,77,53,0,0,0,0,0,0
23,female,481,77,51,0,0,0,0,0,0
23,male,580,78,49,0,13,0,2,0,11
25,male,377,78,59,0,19,0,11,0,8
24,male,56,77,60,0,0,0,0,0,0
24,male,461,77,63,0,4,0,0,0,4
24,male,710,77,47,0,0,0,0,0,0
24,male,208,78,70,0,1,0,1,0,0
24,male,99,78,8,0,22,0,18,0,4
24,female,258,77,56,0,5,0,1,0,4
25,male,383,77,26,0,7,0,6,0,1
25,male,303,77,43,0,0,0,0,0,0
25,male,251,78,65,0,4,0,3,0,1
25,male,456,77,47,0,0,0,0,0,0
25,male,676,77,48,0,0,0,0,0,0
25,male,511,78,45,0,0,0,0,0,0
25,male,458,78,47,0,0,0,0,0,0
25,female,251,78,53,0,0,0,0,0,0
26,male,618,77,31,0,5,0,5,0,0
26,male,490,78,57,0,0,0,0,0,0
26,male,111,78,58,0,2,0,1,0,1
26,male,309,78,45,0,1,0,1,0,0
26,female,775,77,28,0,8,0,8,0,0
26,male,1040,77,22,0,0,0,0,0,0
26,female,368,78,37,0,9,0,7,0,2
26,male,150,77,43,0,0,0,0,0,0
26,male,546,77,38,0,5,0,4,0,1
28,female,420,78,54,0,0,0,0,0,0
27,male,196,78,59,0,0,0,0,0,0
27,male,545,77,58,0,0,0,0,0,0
27,male,124,77,75,0,1,0,0,0,1
28,male,1332,78,29,0,0,0,0,0,0
28,male,345,77,31,0,12,0,8,0,4
28,female,548,77,20,0,0,0,0,0,0
28,male,272,77,55,0,3,0,3,0,0
28,male,434,78,53,0,0,0,0,0,0
30,male,235,78,47,0,1,0,1,0,0
29,female,532,77,54,0,2,0,0,0,2
29,female,437,78,45,0,0,0,0,0,0
30,male,742,77,56,0,5,0,5,0,0
30,male,251,77,50,0,0,0,0,0,0
30,male,317,78,12,0,0,0,0,0,0
32,male,507,77,49,0,2,0,1,0,1
31,female,394,77,42,0,0,0,0,0,0
31,male,177,78,36,0,0,0,0,0,0
31,male,109,77,76,0,1,0,1,0,0
33,female,237,78,52,0,0,0,0,0,0
33,male,759,78,12,0,2,0,2,0,0
32,male,438,77,49,0,0,0,0,0,0
32,male,492,78,10,0,0,0,0,0,0
32,male,523,78,41,0,0,0,0,0,0
33,male,577,78,72,0,0,0,0,0,0
33,male,450,78,59,0,0,0,0,0,0
33,female,313,78,57,0,0,0,0,0,0
33,male,125,78,78,0,0,0,0,0,0
33,male,127,78,69,0,0,0,0,0,0
34,male,448,77,66,0,2,0,2,0,0
34,male,422,78,60,0,0,0,0,0,0
35,male,261,78,36,0,0,0,0,0,0
35,male,217,77,69,0,1,0,0,0,1
36,female,389,78,52,0,0,0,0,0,0
39,female,216,78,38,0,1,0,1,0,0
38,male,769,78,35,0,0,0,0,0,0
38,male,315,77,65,0,0,0,0,0,0
40,male,148,78,75,0,0,0,0,0,0
40,male,416,78,23,0,0,0,0,0,0
41,female,211,77,3,0,2,0,1,0,1
45,male,230,78,65,0,5,0,3,0,2
44,male,828,77,71,0,5,0,1,0,4
44,male,617,77,40,0,23,0,4,0,19
45,female,497,77,60,0,34,0,7,0,27
45,male,180,77,54,0,6,0,3,0,3
46,male,530,77,61,0,0,0,0,0,0
46,male,753,77,45,0,13,0,6,0,7
46,male,1756,78,43,0,21,0,0,0,21
47,male,278,77,62,0,3,0,3,0,0
47,male,538,77,40,0,0,0,0,0,0
48,male,717,78,57,0,0,0,0,0,0
48,male,632,77,56,0,0,0,0,0,0
50,female,578,78,21,0,0,0,0,0,0
51,male,1234,77,15,0,1,0,0,0,1
50,male,408,77,34,0,2,0,1,0,1
52,male,500,77,46,0,1,0,1,0,0
52,male,1524,78,62,0,2,0,0,0,2
53,male,233,78,44,0,0,0,0,0,0
55,male,327,78,54,0,4,0,2,0,2
56,female,667,77,68,0,0,0,0,0,0
58,female,592,77,41,0,1,0,1,0,0
58,male,898,78,10,0,1,0,1,0,0
57,male,266,78,74,0,20,0,13,0,7
57,female,1528,77,26,0,0,0,0,0,0
58,male,1668,77,6,0,6,0,4,0,2
58,male,408,77,31,0,0,0,0,0,0
58,male,416,78,27,0,61,0,21,0,40
62,female,672,78,41,0,0,0,0,0,0
62,male,1161,78,15,0,0,0,0,0,0
63,male,1440,77,17,0,0,0,0,0,0
63,male,829,77,49,0,0,0,0,0,0
63,male,640,77,18,0,2,0,1,0,1
63,female,799,78,41,0,0,0,0,0,0
63,female,510,78,11,0,39,0,27,0,12
64,male,1752,78,54,0,5,0,0,0,5
64,female,532,77,44,0,0,0,0,0,0
64,female,902,78,34,0,2,0,1,0,1
65,female,1384,77,33,0,0,0,0,0,0
65,female,39,77,62,0,0,0,0,0,0
68,female,271,77,21,0,1,0,0,0,1
70,female,755,77,57,0,20,0,9,0,11
81,male,1133,77,19,0,0,0,0,0,0
103,female,459,78,34,0,0,0,0,0,0
108,female,660,77,40,0,0,0,0,0,0
108,male,19,78,78,0,0,0,0,0,0
113,male,1255,77,23,0,0,0,0,0,0
14,male,433,78,53,1,0,0,0,1,0
27,male,479,77,43,1,0,0,0,1,0
29,male,486,77,63,1,0,0,0,1,0
29,male,1221,78,56,1,0,0,0,1,0
32,male,347,77,35,1,0,0,0,1,0
57,female,822,78,30,1,0,0,0,1,0
87,male,1063,78,44,1,0,0,0,1,0
18,male,292,78,69,1,1,0,0,1,1
20,male,258,77,60,1,1,0,1,1,0
22,male,612,78,55,1,1,0,0,1,1
23,male,216,77,34,1,1,0,0,1,1
28,male,587,78,70,1,1,0,0,1,1
18,male,644,78,58,1,5,0,4,1,1
22,male,77,78,59,1,3,0,2,1,1
49,male,958,78,41,1,3,0,2,1,1
52,male,780,78,19,1,37,0,14,1,23
55,male,25,78,74,1,5,0,2,1,3
57,male,983,77,51,1,4,0,1,1,3
59,female,982,78,24,1,32,0,18,1,14
64,male,2290,78,40,1,11,0,7,1,4
76,male,606,77,45,1,15,0,4,1,11
80,male,1546,77,28,1,19,0,5,1,14
85,female,1592,77,19,1,104,0,17,1,87
15,female,81,78,35,1,0,1,0,0,0
18,male,669,77,64,1,0,1,0,0,0
19,male,683,78,52,1,0,1,0,0,0
21,female,220,77,11,1,0,1,0,0,0
23,male,679,77,48,1,0,1,0,0,0
23,male,349,77,59,1,0,1,0,0,0
25,male,174,77,34,1,0,1,0,0,0
28,female,193,77,63,1,0,1,0,0,0
29,male,660,77,75,1,0,1,0,0,0
31,male,814,77,20,1,0,1,0,0,0
33,male,155,78,73,1,0,1,0,0,0
34,male,485,78,6,1,0,1,0,0,0
35,male,674,78,54,1,0,1,0,0,0
45,male,764,78,31,1,0,1,0,0,0
15,male,208,78,67,1,1,1,0,0,1
16,female,340,77,38,1,1,1,1,0,0
17,female,191,78,6,1,1,1,1,0,0
21,male,363,78,67,1,1,1,0,0,1
25,male,251,78,50,1,1,1,1,0,0
25,male,349,78,33,1,1,1,0,0,1
26,male,237,77,67,1,1,1,1,0,0
27,male,180,78,50,1,1,1,1,0,0
49,female,445,77,44,1,1,1,0,0,1
69,female,233,77,65,1,1,1,1,0,0
14,male,222,77,59,1,2,1,1,0,1
24,male,123,78,70,1,12,1,10,0,2
24,female,568,77,25,1,2,1,1,0,1
24,male,119,78,77,1,6,1,2,0,4
25,female,434,77,45,1,22,1,16,0,6
26,female,496,77,44,1,91,1,55,0,36
27,male,345,77,44,1,21,1,21,0,0
29,male,16,77,43,1,5,1,5,0,0
29,female,101,78,67,1,27,1,25,0,2
31,male,554,77,16,1,5,1,2,0,3
32,female,437,77,40,1,56,1,52,0,4
33,male,437,78,38,1,36,1,35,0,1
33,male,271,77,58,1,4,1,3,0,1
34,male,855,77,44,1,4,1,4,0,0
35,female,263,78,53,1,2,1,1,0,1
37,female,340,78,43,1,2,1,2,0,0
47,male,896,78,63,1,5,1,4,0,1
54,male,860,77,33,1,58,1,34,0,24
58,male,100,77,45,1,3,1,1,0,2
23,male,806,77,54,2,0,0,0,2,0
66,male,1025,78,54,2,0,0,0,2,0
66,female,802,77,29,2,1,0,0,2,1
16,female,303,78,54,2,2,0,0,2,2
18,male,219,77,61,2,50,0,24,2,26
19,female,583,77,43,2,16,0,9,2,7
26,female,330,78,53,2,3,0,3,2,0
48,male,674,77,34,2,17,0,4,2,13
59,male,1590,78,6,2,2,1,2,1,0
31,female,302,78,23,2,16,1,15,1,1
47,female,607,78,75,2,9,1,1,1,8
18,female,469,78,34,2,0,2,0,0,0
61,male,222,77,50,2,0,2,0,0,0
68,male,886,77,40,2,0,2,0,0,0
103,male,467,77,53,2,0,2,0,0,0
18,male,19,77,72,2,1,2,1,0,0
58,female,806,78,32,2,1,2,0,0,1
28,male,413,77,53,2,2,2,2,0,0
108,male,2296,78,40,2,2,2,2,0,0
21,female,432,77,67,2,4,2,4,0,0
23,male,13,77,71,2,4,2,1,0,3
24,female,698,77,37,2,12,2,2,0,10
27,male,347,78,24,2,20,2,12,0,8
29,male,178,78,57,2,5,2,5,0,0
30,male,235,77,27,2,28,2,28,0,0
32,female,436,78,24,2,5,2,4,0,1
43,male,270,77,47,2,36,2,14,0,22
60,male,1317,77,28,2,3,2,3,0,0
67,male,294,77,51,2,14,2,8,0,6
17,male,398,77,48,3,0,0,0,3,0
23,female,234,78,46,3,0,0,0,3,0
33,male,548,77,21,3,1,0,1,3,0
43,male,291,77,50,3,3,0,2,3,1
63,female,398,78,25,3,3,0,3,3,0
108,male,50,77,73,3,3,0,0,3,3
37,male,27,77,55,3,11,0,3,3,8
39,male,873,78,28,3,33,0,9,3,24
45,male,436,77,43,3,36,0,7,3,29
57,female,376,77,60,3,11,0,8,3,3
58,female,143,78,67,3,30,0,0,3,30
72,female,1650,77,20,3,5,0,2,3,3
77,female,753,78,47,3,29,0,5,3,24
18,male,193,77,67,3,0,2,0,1,0
24,male,1503,78,8,3,0,2,0,1,0
49,male,304,78,57,3,3,1,3,2,0
38,male,72,77,23,3,14,2,11,1,3
23,male,465,77,64,3,0,3,0,0,0
59,male,207,77,45,3,0,3,0,0,0
108,male,288,77,64,3,0,3,0,0,0
46,male,1923,78,43,3,1,3,0,0,1
60,male,650,78,41,3,1,3,1,0,0
66,male,1643,77,52,3,1,3,0,0,1
103,female,423,77,44,3,1,3,1,0,0
25,male,239,78,57,3,4,3,4,0,0
19,male,324,77,31,3,9,3,6,0,3
21,female,231,78,62,3,53,3,23,0,30
25,male,877,77,65,3,92,3,34,0,58
30,female,203,77,13,3,7,3,4,0,3
39,male,410,77,67,3,8,3,3,0,5
39,male,684,77,20,3,6,3,4,0,2
57,female,1581,78,27,3,5,3,1,0,4
60,male,99,77,52,3,14,3,11,0,3
38,female,660,78,9,4,3,0,0,4,3
18,male,586,77,56,4,50,0,44,4,6
33,male,1194,78,32,4,13,0,10,4,3
20,male,364,78,61,4,0,4,0,0,0
20,male,136,77,70,4,0,4,0,0,0
23,male,705,77,2,4,0,4,0,0,0
27,male,250,78,69,4,0,4,0,0,0
33,male,281,78,70,4,0,4,0,0,0
17,male,80,77,62,4,2,4,1,0,1
21,male,517,78,64,4,1,4,1,0,0
30,male,392,77,67,4,2,4,2,0,0
31,male,758,78,34,4,1,4,1,0,0
40,male,639,77,28,4,1,4,1,0,0
57,male,1131,78,17,4,1,4,1,0,0
19,male,913,77,40,4,154,4,109,0,45
22,male,104,77,61,4,243,4,210,0,33
29,female,257,78,44,4,6,4,5,0,1
68,male,53,77,38,4,14,4,10,0,4
69,female,1250,77,47,4,8,4,5,0,3
36,male,264,78,38,5,0,0,0,5,0
24,male,718,78,39,5,53,0,3,5,50
54,female,430,77,43,5,26,0,7,5,19
27,male,333,78,60,5,23,2,12,3,11
59,male,725,77,45,5,8,3,4,2,4
17,male,567,78,14,5,0,5,0,0,0
14,female,1024,77,46,5,3,5,3,0,0
25,female,574,78,42,5,15,5,7,0,8
21,female,385,77,57,6,0,0,0,6,0
29,male,507,78,57,6,1,0,0,6,1
55,female,826,77,49,6,3,0,2,6,1
108,female,1131,77,27,6,5,0,1,6,4
48,female,456,78,46,6,10,4,6,2,4
74,male,513,78,35,6,42,3,17,3,25
23,male,334,77,52,6,0,6,0,0,0
19,male,312,78,62,6,3,6,2,0,1
27,male,321,77,55,6,2,6,2,0,0
30,male,608,78,28,6,1,6,1,0,0
40,male,244,77,74,6,2,6,2,0,0
63,female,1242,78,30,6,2,6,2,0,0
14,male,239,78,39,6,4,6,2,0,2
17,male,134,78,73,6,6,6,6,0,0
18,female,182,78,38,6,4,6,1,0,3
22,male,52,78,40,6,5,6,5,0,0
38,female,178,78,60,6,8,6,4,0,4
14,female,91,77,39,6,12,6,8,0,4
22,male,198,77,35,6,18,6,17,0,1
21,male,381,77,38,6,12,6,2,0,10
24,male,200,77,68,6,16,6,11,0,5
47,female,422,77,54,7,7,0,0,7,7
84,male,1832,78,41,7,1,5,1,2,0
21,male,184,77,30,7,3,6,1,1,2
23,male,199,77,71,7,19,6,11,1,8
21,male,251,77,58,7,1,7,1,0,0
27,female,592,78,47,7,1,7,1,0,0
30,male,489,77,12,7,1,7,1,0,0
32,male,817,78,49,7,3,7,3,0,0
32,male,120,77,49,7,3,7,3,0,0
22,female,456,77,37,7,10,7,3,0,7
24,male,501,78,67,7,9,7,0,0,9
30,male,74,77,51,7,13,7,4,0,9
57,male,126,77,68,7,25,7,22,0,3
51,male,758,78,37,8,4,7,2,1,2
19,male,581,78,31,8,23,6,5,2,18
28,female,798,77,37,8,23,7,2,1,21
21,male,611,78,63,8,1,8,0,0,1
37,male,316,78,69,8,0,8,0,0,0
26,male,475,78,5,8,4,8,0,0,4
95,female,190,78,52,8,3,8,3,0,0
17,male,229,78,58,8,9,8,9,0,0
38,male,121,77,64,8,5,8,5,0,0
39,male,1071,78,28,8,18,8,10,0,8
63,male,536,77,27,8,66,8,43,0,23
29,male,414,77,42,9,1,0,0,9,1
29,male,519,77,67,9,3,0,2,9,1
52,female,182,78,55,9,11,0,3,9,8
64,female,964,78,67,9,107,0,75,9,32
19,male,206,77,63,9,5,2,2,7,3
29,female,300,77,70,9,0,9,0,0,0
85,male,469,78,26,9,0,9,0,0,0
20,female,207,78,52,9,4,9,3,0,1
39,male,646,77,61,9,5,9,3,0,2
14,female,42,78,32,9,7,9,7,0,0
41,male,402,78,64,9,10,9,9,0,1
25,female,98,77,70,9,39,9,19,0,20
63,female,649,77,24,10,8,0,3,10,5
17,male,196,78,36,10,85,1,54,9,31
61,female,443,78,37,10,18,0,5,10,13
68,female,886,77,39,10,26,0,5,10,21
19,female,191,77,53,10,13,8,7,2,6
59,male,924,78,31,10,9,9,1,1,8
24,male,202,78,63,10,1,10,0,0,1
19,male,685,77,31,10,2,10,2,0,0
43,female,802,77,20,10,2,10,1,0,1
16,male,489,78,57,10,9,10,5,0,4
42,female,654,77,46,10,12,10,9,0,3
24,male,405,78,46,10,47,10,29,0,18
25,female,257,78,46,10,17,10,16,0,1
113,female,1640,77,18,11,4,0,0,11,4
18,male,138,78,63,11,56,6,42,5,14
36,female,416,78,61,11,17,8,7,3,10
18,female,335,77,68,11,0,11,0,0,0
63,female,1533,77,29,11,3,11,3,0,0
25,female,354,77,44,11,7,11,7,0,0
28,male,628,78,45,11,8,11,7,0,1
15,female,810,78,59,12,5,0,1,12,4
39,female,308,78,34,12,3,0,1,12,2
47,male,2276,77,37,12,5,0,3,12,2
15,male,350,77,28,12,16,10,2,2,14
41,male,360,77,59,12,0,12,0,0,0
16,male,196,78,69,12,3,12,3,0,0
29,female,496,77,33,12,6,12,6,0,0
48,female,188,77,63,12,15,12,14,0,1
84,male,1337,78,27,13,13,0,9,13,4
16,male,535,78,37,13,0,5,0,8,0
54,male,395,77,65,13,12,8,11,5,1
20,female,310,77,55,13,0,13,0,0,0
64,female,1870,77,45,13,0,13,0,0,0
21,male,170,78,26,13,8,13,8,0,0
34,male,308,77,51,13,33,13,29,0,4
43,male,945,78,48,14,4,0,1,14,3
66,female,1671,77,36,14,15,0,8,14,7
65,male,312,78,41,14,13,2,5,12,8
26,male,71,77,73,14,14,14,8,0,6
27,male,93,77,59,14,9,14,8,0,1
26,male,81,78,71,14,21,14,16,0,5
24,male,158,77,72,15,1,0,0,15,1
71,male,1787,78,57,15,1,0,1,15,0
108,female,243,77,48,15,17,0,4,15,13
39,male,938,77,43,15,258,5,180,10,78
45,male,1589,77,24,15,3,15,3,0,0
64,female,639,77,17,15,9,15,9,0,0
26,male,513,77,45,15,11,15,7,0,4
29,female,493,78,32,15,12,15,7,0,5
30,male,217,78,73,15,19,15,16,0,3
67,female,48,77,58,15,18,15,15,0,3
50,male,242,77,52,15,30,15,19,0,11
30,female,573,78,51,16,1,2,0,14,1
27,male,270,77,76,16,3,0,1,16,2
42,female,507,77,37,16,3,0,3,16,0
22,male,244,77,46,16,45,3,44,13,1
29,female,146,78,66,16,48,3,14,13,34
16,male,180,77,61,16,5,13,5,3,0
45,male,241,77,45,16,18,15,13,1,5
29,male,56,78,55,16,233,12,81,4,152
49,male,285,78,20,16,8,16,5,0,3
24,male,88,77,5,16,31,16,6,0,25
25,female,456,78,25,16,33,16,26,0,7
82,male,1020,78,17,17,1,0,1,17,0
63,female,200,78,74,17,21,0,7,17,14
35,male,646,77,48,17,32,11,4,6,28
25,female,509,78,48,17,20,17,17,0,3
21,female,70,78,60,17,71,17,68,0,3
53,male,1300,78,37,17,30,17,19,0,11
71,male,464,78,50,18,139,0,61,18,78
22,male,451,77,33,18,18,7,14,11,4
24,male,602,78,33,18,0,18,0,0,0
29,male,109,77,72,18,22,18,20,0,2
26,male,707,78,37,19,3,0,1,19,2
26,female,413,78,57,19,8,0,4,19,4
61,female,257,78,53,19,29,0,9,19,20
41,male,1466,77,34,19,0,19,0,0,0
67,female,305,77,44,19,11,19,5,0,6
16,female,11,77,46,20,168,14,139,6,29
21,female,359,78,67,20,96,8,31,12,65
32,male,282,77,69,20,58,4,18,16,40
61,male,1596,78,28,20,14,20,10,0,4
25,female,61,78,68,20,63,20,34,0,29
31,male,78,77,65,20,33,20,9,0,24
21,male,363,77,34,21,34,3,22,18,12
19,male,235,77,62,21,1,21,1,0,0
45,male,377,77,51,21,3,21,1,0,2
33,male,364,78,65,22,0,0,0,22,0
20,male,192,78,65,22,14,1,14,21,0
26,male,253,77,77,22,5,12,0,10,5
54,male,485,77,60,22,5,20,4,2,1
67,female,778,77,21,22,8,22,7,0,1
21,male,346,78,54,22,26,22,17,0,9
37,female,249,77,37,22,32,22,13,0,19
42,male,604,77,50,22,28,22,15,0,13
24,female,324,78,60,22,45,22,35,0,10
33,male,287,77,54,23,20,0,2,23,18
32,male,308,78,65,23,42,23,27,0,15
49,male,222,78,63,24,1,0,1,24,0
34,female,522,78,28,24,0,24,0,0,0
60,female,1818,77,16,24,3,24,2,0,1
22,male,213,78,53,24,8,24,6,0,2
15,female,136,77,49,24,22,24,19,0,3
21,male,103,77,25,24,40,24,26,0,14
50,male,1016,77,32,25,11,14,10,11,1
55,female,993,77,62,25,19,20,12,5,7
80,female,1619,77,51,26,15,0,9,26,6
28,female,356,77,35,26,19,2,14,24,5
23,male,467,78,30,26,0,26,0,0,0
43,female,590,78,47,27,4,27,1,0,3
18,male,633,77,59,27,11,27,9,0,2
25,female,96,77,50,27,137,27,93,0,44
70,female,1938,78,11,28,10,0,1,28,9
26,female,668,78,41,28,68,25,30,3,38
56,female,1276,77,27,28,6,28,6,0,0
17,male,238,78,30,28,47,28,45,0,2
22,male,485,77,34,28,101,28,35,0,66
21,female,264,78,26,28,92,28,62,0,30
69,female,534,77,48,29,109,0,24,29,85
18,male,34,77,41,29,35,17,18,12,17
29,male,459,77,40,29,4,28,3,1,1
22,female,399,77,44,29,32,29,28,0,4
19,female,64,78,35,29,79,29,79,0,0
50,male,189,77,60,29,49,29,43,0,6
53,male,490,78,63,30,3,0,0,30,3
62,female,240,77,66,31,2,9,1,22,1
31,male,335,77,36,30,33,30,28,0,5
62,female,1472,77,39,32,74,30,50,2,24
17,female,109,78,46,32,21,32,20,0,1
19,male,113,78,65,32,115,32,103,0,12
17,male,460,77,41,33,35,30,21,3,14
34,male,318,78,44,33,44,33,41,0,3
14,male,365,78,39,34,1,0,0,34,1
26,male,625,77,43,34,5,34,5,0,0
15,male,156,77,51,36,9,0,1,36,8
23,female,173,77,63,35,33,35,19,0,14
56,male,877,77,41,36,25,36,5,0,20
18,male,1294,77,71,37,1,0,0,37,1
19,male,88,78,46,37,53,23,13,14,40
23,male,684,77,53,37,27,37,19,0,8
21,male,182,78,48,38,3,0,0,38,3
27,male,556,78,55,39,5,0,0,39,5
108,female,77,77,66,39,21,17,11,22,10
60,male,1569,77,40,38,33,32,24,6,9
33,male,445,77,52,39,189,36,113,3,76
15,female,198,78,14,38,1,38,1,0,0
20,male,52,77,71,38,4,38,4,0,0
42,female,805,77,30,38,10,38,7,0,3
26,female,628,78,39,39,32,39,31,0,1
59,male,547,77,57,40,21,23,14,17,7
76,female,10,77,60,40,66,33,12,7,54
31,female,385,77,31,40,2,40,2,0,0
18,male,38,78,68,40,34,40,34,0,0
19,female,504,78,56,40,46,40,43,0,3
80,female,477,78,47,42,91,0,19,42,72
32,female,288,78,58,41,20,41,20,0,0
103,female,34,78,77,42,44,42,40,0,4
18,male,216,77,54,41,73,41,54,0,19
52,female,1525,78,36,42,86,42,39,0,47
53,female,868,78,51,44,46,41,15,3,31
18,female,93,78,6,43,12,43,8,0,4
33,female,933,77,54,43,34,43,21,0,13
59,female,751,78,47,45,25,0,8,45,17
47,female,608,77,43,45,48,0,15,45,33
94,female,1894,78,40,45,29,34,21,11,8
45,female,388,78,70,45,1,45,0,0,1
102,male,648,78,68,47,6,9,3,38,3
64,female,1596,77,10,46,84,3,61,43,23
80,male,622,77,45,46,38,41,20,5,18
34,male,220,78,62,46,2,46,1,0,1
32,male,242,78,55,47,17,47,12,0,5
52,male,233,78,58,46,28,46,4,0,24
33,female,258,77,45,47,220,47,163,0,57
17,male,48,78,50,48,39,46,36,2,3
31,female,140,77,53,48,60,46,43,2,17
17,male,698,77,24,49,3,49,3,0,0
24,male,545,77,38,49,17,49,16,0,1
