,index,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
2168,29077,1859394,44,12,1969,10,female,621.0,38,11,16,25,16,21,0,4
2169,20805,1475360,22,16,1991,8,female,64.0,25,23,2,9,2,9,0,0
2170,30017,2152481,19,9,1994,9,male,1123.0,39,24,123,197,31,176,92,21
2171,59676,1505626,57,12,1956,11,female,1262.0,116,48,11,199,1,45,10,154
2172,92376,1791523,103,17,1910,9,female,1037.0,634,246,33,17,0,9,33,8
2173,2618,2193460,30,1,1983,4,male,612.0,1,0,0,0,0,0,0,0
2174,70215,1315572,23,1,1990,1,male,862.0,178,78,0,0,0,0,0,0
2175,53080,1129761,50,31,1963,3,male,30.0,91,73,307,497,307,312,0,185
2176,24138,1256436,53,12,1960,7,female,307.0,29,22,24,4,24,4,0,0
2177,91650,1316263,48,27,1965,5,male,1666.0,552,114,167,449,167,174,0,275
2178,31789,2048292,68,7,1945,8,male,742.0,42,25,5,5,0,0,5,5
2179,59233,2171841,18,1,1995,11,male,502.0,120,111,0,2,0,2,0,0
2180,45941,1878696,57,20,1956,3,male,572.0,73,56,46,23,7,18,39,5
2181,56081,2052941,55,2,1958,1,,1977.0,104,71,113,103,113,74,0,29
2182,33651,1304887,66,8,1947,10,male,332.0,46,35,0,0,0,0,0,0
2183,55933,1381306,108,29,1905,12,male,248.0,103,80,40,13,1,8,39,5
2184,10678,1298501,50,11,1963,11,female,629.0,9,3,28,2,3,2,25,0
2185,90016,1613280,24,22,1989,10,female,256.0,468,352,1046,330,1044,217,2,113
2186,22817,1612716,30,4,1983,7,female,314.0,28,14,6,24,4,4,2,20
2187,8026,2095595,15,18,1998,11,female,62.0,7,5,1,0,1,0,0,0
2188,16691,1156404,69,12,1944,7,female,149.0,19,16,0,0,0,0,0,0
2189,64871,1423064,29,5,1984,8,female,299.0,141,103,78,2,58,2,20,0
2190,9061,2029021,45,7,1968,2,male,338.0,8,3,1,0,1,0,0,0
2191,1759,1174736,62,26,1951,10,male,21.0,0,0,1,0,1,0,0,0
2192,45413,1010754,63,9,1950,1,male,402.0,71,63,2,5,0,1,2,4
2193,48648,1161088,51,10,1962,8,male,1221.0,81,31,7,2,0,0,7,2
2194,13307,1125176,52,17,1961,12,male,368.0,13,9,21,0,21,0,0,0
2195,15284,2087688,77,4,1936,4,female,1562.0,16,2,20,0,0,0,20,0
2196,64555,1406154,21,1,1992,5,male,216.0,140,90,7,0,4,0,3,0
2197,24836,1022113,68,22,1945,1,female,28.0,31,17,5,9,5,5,0,4
2198,75619,1201921,21,18,1992,6,female,1471.0,217,68,28,33,0,17,28,16
2199,86691,1906789,15,29,1998,8,male,432.0,367,284,99,42,82,23,17,19
2200,32051,1789016,31,25,1982,11,male,241.0,42,15,25,2,25,1,0,1
2201,71241,2166043,38,5,1975,5,male,403.0,189,165,0,4,0,3,0,1
2202,70978,1759530,19,15,1994,11,female,650.0,177,58,233,56,233,52,0,4
2203,76163,1995416,19,28,1994,6,male,135.0,217,154,7038,3479,5610,1030,1428,2449
2204,79807,1834163,47,28,1966,9,male,390.0,259,54,134,70,132,46,2,24
2205,21752,1500767,56,29,1957,6,male,706.0,27,21,2,2,2,2,0,0
2206,12315,1164408,23,27,1990,10,male,758.0,13,10,0,0,0,0,0,0
2207,39702,1325047,39,27,1974,12,male,408.0,59,46,11,5,11,5,0,0
2208,17754,1981738,25,1,1988,1,male,103.0,21,16,0,4,0,1,0,3
2209,35115,2111662,30,15,1983,5,female,329.0,48,42,25,9,25,9,0,0
2210,47881,1284146,65,29,1948,2,male,312.0,78,41,14,13,2,5,12,8
2211,28986,1627026,64,2,1949,8,female,1695.0,38,11,9,8,9,5,0,3
2212,47882,1075084,26,22,1987,10,male,71.0,77,73,14,14,14,8,0,6
2213,51877,2148975,77,23,1936,1,female,1443.0,89,40,32,0,32,0,0,0
2214,63278,1419287,21,10,1992,2,male,536.0,139,125,0,0,0,0,0,0
2215,20406,1514217,17,14,1996,7,male,631.0,24,11,58,7,5,4,53,3
2216,66457,1284135,14,4,1999,5,male,228.0,154,103,3,1,0,0,3,1
2217,45892,2190366,54,5,1959,1,female,309.0,73,54,37,0,37,0,0,0
2218,6883,1710158,66,30,1947,6,male,220.0,5,2,0,0,0,0,0,0
2219,24753,2161361,20,20,1993,5,male,315.0,31,21,2,0,2,0,0,0
2220,70779,1454065,53,13,1960,10,female,354.0,176,132,58,43,58,36,0,7
2221,6469,1901878,30,9,1983,9,male,33.0,4,4,61,2,43,1,18,1
2222,22666,1763427,16,14,1997,2,male,29.0,28,22,1,0,1,0,0,0
2223,1485,1426370,48,1,1965,11,male,3.0,0,0,0,0,0,0,0,0
2224,64649,1749477,52,20,1961,5,male,329.0,142,77,14,3,0,0,14,3
2225,26132,1824878,17,19,1996,7,male,301.0,33,15,27,9,27,9,0,0
2226,78631,1246342,53,18,1960,3,female,369.0,249,159,39,13,39,8,0,5
2227,46973,1095964,47,7,1966,5,female,381.0,74,18,20,2,3,2,17,0
2228,3499,1137497,23,1,1990,1,male,38.0,1,1,5,1,5,0,0,1
2229,42131,1117415,22,26,1991,3,male,497.0,64,48,59,8,59,2,0,6
2230,53062,1039539,48,10,1965,3,female,1752.0,92,23,233,297,233,221,0,76
2231,54111,1218038,30,20,1983,12,male,597.0,96,82,105,46,90,36,15,10
2232,31764,1253692,66,11,1947,8,female,1111.0,42,33,4,1,3,0,1,1
2233,63480,2164056,26,8,1987,7,male,1231.0,136,77,2,11,2,10,0,1
2234,18234,1493847,24,1,1989,9,female,1185.0,21,7,26,0,26,0,0,0
2235,9219,2131746,53,15,1960,4,female,5.0,8,7,6,1,4,0,2,1
2236,75687,1976587,50,31,1963,7,male,526.0,221,164,42,82,9,19,33,63
2237,47697,2134354,58,30,1955,11,male,100.0,77,45,1,3,1,1,0,2
2238,84011,1313764,43,6,1970,7,female,1804.0,309,139,529,918,511,490,18,428
2239,81175,1987379,36,7,1977,7,male,651.0,283,279,0,2,0,0,0,2
2240,89884,1977191,25,24,1988,6,female,323.0,476,392,396,507,280,208,116,299
2241,88367,1765127,94,22,1919,8,female,758.0,430,90,10,23,10,21,0,2
2242,85410,1036355,108,22,1905,7,male,1771.0,350,205,12,165,12,96,0,69
2243,77039,1917016,18,25,1995,6,male,594.0,230,133,484,64,410,30,74,34
2244,43382,1586861,63,18,1950,3,female,1562.0,65,33,2514,309,2497,256,17,53
2245,65534,2169906,27,5,1986,9,female,724.0,149,35,6,18,6,16,0,2
2246,21484,1071825,57,29,1956,1,male,165.0,26,22,0,1,0,0,0,1
2247,7909,1878258,63,4,1950,2,male,1788.0,7,0,0,0,0,0,0,0
2248,64223,1580265,15,6,1998,7,female,182.0,142,12,0,0,0,0,0,0
2249,76996,1393108,18,18,1995,7,female,91.0,229,89,367,377,156,141,211,236
2250,24348,1861003,16,25,1997,6,male,485.0,30,24,78,5,78,5,0,0
2251,24862,1242235,25,14,1988,2,male,39.0,31,22,7,15,7,14,0,1
2252,42450,1347167,17,13,1996,3,female,297.0,62,33,1585,0,1585,0,0,0
2253,31057,1750831,39,1,1974,4,male,549.0,41,35,68,1,31,1,37,0
2254,91211,1340837,18,19,1995,2,male,433.0,552,468,3,11,3,5,0,6
2255,81310,2130377,21,16,1992,7,male,871.0,288,115,4,50,4,48,0,2
2256,83668,1625003,50,7,1963,6,female,1846.0,317,95,73,63,73,31,0,32
2257,98660,1845678,20,7,1993,2,female,1669.0,3765,950,816,1382,619,1035,197,347
2258,55550,1947204,17,1,1996,1,male,595.0,104,59,3,0,3,0,0,0
2259,23541,1173458,14,15,1999,3,male,7.0,30,26,1,1,0,0,1,1
2260,20222,1782688,57,10,1956,3,female,319.0,24,6,8,2,0,1,8,1
2261,43856,1388348,51,26,1962,9,male,203.0,68,48,18,8,18,8,0,0
2262,23656,1248297,46,28,1967,10,male,748.0,29,11,1,3,1,2,0,1
2263,22672,1967471,24,12,1989,5,male,177.0,28,9,1,0,1,0,0,0
2264,6518,1382205,15,16,1998,4,male,16.0,5,4,0,0,0,0,0,0
2265,89937,1210948,29,18,1984,11,female,109.0,457,431,607,168,576,60,31,108
2266,52827,2009084,15,5,1998,7,male,430.0,91,67,35,26,33,16,2,10
2267,70287,1872572,31,2,1982,9,male,641.0,180,110,1,0,0,0,1,0
2268,63418,1633483,32,3,1981,9,male,339.0,135,127,1,1,1,0,0,1
2269,25362,1304288,37,3,1976,6,female,433.0,33,20,0,2,0,1,0,1
2270,46435,1670173,31,15,1982,4,male,606.0,74,25,0,0,0,0,0,0
2271,58279,1190221,28,11,1985,9,male,39.0,112,92,0,1,0,0,0,1
2272,89983,1521766,25,29,1988,2,male,255.0,464,362,779,431,779,385,0,46
2273,41901,1624586,33,17,1980,5,female,319.0,63,15,20,115,20,78,0,37
2274,42301,1432888,23,13,1990,11,female,619.0,64,27,160,56,160,16,0,40
2275,38625,1438792,53,25,1960,2,male,564.0,56,26,3,7,0,1,3,6
2276,59770,1731155,91,22,1922,2,male,224.0,117,89,21,9,21,9,0,0
2277,62734,1069176,61,28,1952,1,male,224.0,132,88,23,72,0,8,23,64
2278,2463,1487331,26,4,1987,4,male,397.0,1,1,0,0,0,0,0,0
2279,92205,1768042,27,28,1986,2,male,339.0,624,484,5,5,5,5,0,0
2280,86486,1987417,48,25,1965,4,male,1410.0,363,137,24,45,14,15,10,30
2281,8244,1334707,62,1,1951,2,male,11.0,7,3,3,1,3,0,0,1
2282,77203,1677619,23,14,1990,8,male,749.0,237,193,0,0,0,0,0,0
2283,94956,1368621,28,27,1985,5,female,513.0,787,446,1635,760,437,295,1198,465
2284,35808,1059950,56,16,1957,2,male,1946.0,51,9,3,1,1,1,2,0
2285,56234,1067584,21,9,1992,8,male,391.0,103,95,346,41,299,5,47,36
2286,79347,1282050,18,14,1995,8,male,679.0,259,180,5,519,5,404,0,115
2287,26189,2187077,33,4,1980,10,female,601.0,32,26,35,21,35,17,0,4
2288,44588,1380824,26,29,1987,9,male,668.0,69,38,6,0,6,0,0,0
2289,39126,1021153,30,10,1983,5,female,537.0,57,28,187,50,178,24,9,26
2290,37493,2122090,25,12,1988,11,male,1942.0,55,25,0,3,0,0,0,3
2291,71619,1290994,108,1,1905,1,male,175.0,183,132,25,18,1,4,24,14
2292,87755,1390983,22,30,1991,1,female,440.0,396,139,147,223,147,172,0,51
2293,12937,1320390,33,8,1980,4,male,352.0,14,2,3,0,0,0,3,0
2294,45461,2026922,49,26,1964,1,male,269.0,71,33,3,4,0,3,3,1
2295,81449,1027523,94,16,1919,6,male,2132.0,278,154,18,4,1,1,17,3
2296,66089,1199793,20,10,1993,1,male,545.0,146,95,272,33,2,12,270,21
2297,60798,1684982,38,6,1975,12,female,72.0,123,37,37,68,25,47,12,21
2298,34362,2148237,33,20,1980,1,female,552.0,46,27,138,122,137,76,1,46
2299,63759,1566697,102,20,1911,9,male,305.0,137,121,24,35,24,25,0,10
2300,26534,1112629,23,11,1990,4,male,472.0,34,19,0,1,0,0,0,1
2301,69428,1743730,59,23,1954,12,male,96.0,174,162,2,5,2,3,0,2
2302,80671,1813100,68,30,1945,9,female,539.0,263,200,48,14,48,10,0,4
2303,13411,1973047,22,5,1991,12,female,229.0,14,10,41,38,22,9,19,29
2304,70003,1477515,56,18,1957,6,female,1888.0,174,55,250,415,224,352,26,63
2305,11626,1502407,26,3,1987,3,female,129.0,12,7,0,0,0,0,0,0
2306,37392,1342384,48,20,1965,10,male,111.0,53,52,493,13,493,9,0,4
2307,22991,1577119,25,1,1988,3,female,376.0,28,12,33,248,32,120,1,128
2308,8181,1966289,28,7,1985,12,female,18.0,7,7,2,2,2,2,0,0
2309,16187,1714273,69,6,1944,12,male,1287.0,18,8,39,10,39,10,0,0
2310,14955,1619606,17,20,1996,10,female,222.0,17,6,3,0,3,0,0,0
2311,51473,1680852,24,25,1989,9,male,218.0,90,70,1,7,1,4,0,3
2312,46558,1888022,28,24,1985,6,male,348.0,74,69,1,0,1,0,0,0
2313,43479,1981487,27,4,1986,4,male,298.0,67,33,0,0,0,0,0,0
2314,63702,1344746,31,3,1982,12,male,415.0,138,58,16,16,16,13,0,3
2315,69514,1210550,34,21,1979,4,male,798.0,173,123,6,16,6,14,0,2
2316,90589,2065786,18,25,1995,9,male,282.0,486,270,91,159,75,100,16,59
2317,38337,1675285,14,13,1999,4,female,255.0,56,28,0,1,0,0,0,1
2318,51365,1363961,26,1,1987,1,male,609.0,89,40,0,0,0,0,0,0
2319,31434,1669445,42,7,1971,5,male,425.0,43,23,0,1,0,0,0,1
2320,58282,2051741,29,9,1984,7,female,338.0,113,92,0,0,0,0,0,0
2321,46026,2005692,28,31,1985,3,female,97.0,71,70,82,106,38,52,44,54
2322,11731,1590943,51,5,1962,7,male,1263.0,12,2,0,1,0,1,0,0
2323,95073,1802416,25,7,1988,5,male,511.0,873,752,0,0,0,0,0,0
2324,48659,1793512,18,5,1995,6,male,206.0,80,72,7,5,7,5,0,0
2325,88393,1445670,20,13,1993,8,male,221.0,416,313,14,6,14,6,0,0
2326,86568,1286976,21,5,1992,5,male,502.0,373,320,43,41,43,38,0,3
2327,3011,1986508,50,14,1963,2,female,704.0,1,0,0,0,0,0,0,0
2328,61158,1974976,16,8,1997,3,female,146.0,125,79,0,0,0,0,0,0
2329,11680,1138783,36,15,1977,12,male,809.0,12,4,0,4,0,1,0,3
2330,79724,1580574,21,11,1992,10,male,359.0,255,214,80,172,80,139,0,33
2331,8686,1186450,13,14,2000,4,female,173.0,8,7,0,0,0,0,0,0
2332,95792,1557179,17,8,1996,5,male,554.0,884,472,727,759,267,397,460,362
2333,10407,1165406,28,13,1985,11,male,1.0,9,9,4,9,4,5,0,4
2334,89627,1787873,18,22,1995,3,female,360.0,458,314,82,39,60,32,22,7
2335,64988,1413536,27,24,1986,2,female,267.0,140,102,212,37,195,31,17,6
2336,93248,1520999,22,8,1991,2,male,323.0,643,574,9,8,9,6,0,2
2337,9142,1506351,34,19,1979,1,male,436.0,8,7,3,14,0,1,3,13
2338,14353,1362584,22,25,1991,10,male,617.0,17,8,0,2,0,1,0,1
2339,36527,1286657,23,1,1990,5,female,223.0,53,30,0,0,0,0,0,0
2340,15996,1074450,36,28,1977,9,male,302.0,18,12,4,9,4,7,0,2
2341,77094,2084758,31,19,1982,10,male,1991.0,225,131,1018,1594,385,817,633,777
2342,26070,1051254,37,17,1976,2,male,585.0,32,5,20,0,20,0,0,0
2343,23293,1906354,29,12,1984,3,male,151.0,29,22,0,2,0,2,0,0
2344,1784,1760214,31,21,1982,3,male,307.0,0,0,2,0,0,0,2,0
2345,87034,1896980,18,10,1995,12,male,250.0,365,291,821,374,598,285,223,89
2346,12709,1388159,27,5,1986,7,male,113.0,14,9,1,5,0,1,1,4
2347,48269,2100410,19,6,1994,2,male,362.0,79,49,0,0,0,0,0,0
2348,81279,2099952,20,30,1993,5,male,362.0,275,145,3,16,0,8,3,8
2349,44130,1651869,41,16,1972,12,male,714.0,68,33,163,55,163,48,0,7
2350,16210,1178814,18,7,1995,7,male,153.0,18,9,54,5,54,2,0,3
2351,73075,2081049,67,30,1946,1,female,1475.0,195,75,917,688,0,247,917,441
2352,65260,1017057,31,14,1982,9,male,364.0,145,56,0,12,0,6,0,6
2353,28334,1619167,19,12,1994,11,female,373.0,38,31,0,0,0,0,0,0
2354,75916,1275256,21,6,1992,1,female,187.0,217,135,149,148,149,47,0,101
2355,37789,1954648,27,1,1986,10,male,363.0,54,35,6,9,0,0,6,9
2356,41585,1904978,15,31,1998,5,female,535.0,62,35,4,0,3,0,1,0
2357,3449,1997669,26,18,1987,1,female,666.0,1,1,4,3,3,2,1,1
2358,69847,1332728,100,3,1913,1,female,1710.0,170,45,72,74,72,34,0,40
2359,13935,1947031,24,16,1989,12,male,402.0,15,12,3,1,0,0,3,1
2360,40818,1464733,52,15,1961,3,female,764.0,60,24,79,41,55,24,24,17
2361,6593,1488281,22,6,1991,2,male,343.0,5,4,0,0,0,0,0,0
2362,87778,1283447,20,19,1993,9,female,354.0,394,238,169,102,169,28,0,74
2363,80994,1547506,28,12,1985,6,male,278.0,269,252,466,77,464,32,2,45
2364,7394,1963016,21,26,1992,11,male,53.0,7,5,0,0,0,0,0,0
2365,36185,1071441,48,30,1965,4,female,334.0,50,15,45,68,43,29,2,39
2366,84857,1256431,16,17,1997,7,female,387.0,335,253,252,394,159,189,93,205
2367,54306,2044228,23,17,1990,3,female,420.0,94,28,477,471,90,226,387,245
2368,43364,2154923,56,8,1957,9,female,357.0,66,45,680,194,680,155,0,39
2369,85031,1788038,18,23,1995,9,female,244.0,332,268,1109,349,610,202,499,147
2370,40481,1184186,58,13,1955,7,male,252.0,61,44,6,1,0,1,6,0
2371,35700,1185657,18,16,1995,1,male,101.0,50,44,1,0,1,0,0,0
2372,47448,1658065,38,26,1975,10,female,260.0,74,35,738,430,738,294,0,136
2373,46195,1021321,61,30,1952,3,female,318.0,71,42,327,154,0,68,327,86
2374,32998,1253023,76,26,1937,11,female,1268.0,44,25,13,5,0,4,13,1
2375,22539,1436344,28,3,1985,2,male,265.0,28,21,0,0,0,0,0,0
2376,1146,1391167,34,28,1979,2,female,15.0,0,0,0,0,0,0,0,0
2377,86585,1135571,23,26,1990,3,male,916.0,365,264,53,6,53,5,0,1
2378,15324,1421938,23,2,1990,1,male,24.0,17,12,27,28,27,16,0,12
2379,72340,1329179,16,11,1997,11,male,24.0,191,116,1,2,1,2,0,0
2380,1646,1377912,65,7,1948,4,female,109.0,0,0,0,0,0,0,0,0
2381,66729,1310007,45,15,1968,12,male,662.0,154,17,23,183,23,139,0,44
2382,59650,2126287,50,14,1963,11,male,267.0,117,110,9,1,9,1,0,0
2383,38783,1440410,14,8,1999,10,male,550.0,56,29,12,9,0,0,12,9
2384,4895,1167496,13,23,2000,1,male,194.0,3,2,0,0,0,0,0,0
2385,56484,1432467,64,23,1949,3,female,830.0,107,14,1,18,0,4,1,14
2386,77395,2150681,23,3,1990,12,male,559.0,238,88,5,7,5,5,0,2
2387,16352,1712111,20,24,1993,1,male,75.0,20,15,0,0,0,0,0,0
2388,42334,1312170,76,5,1937,5,female,1350.0,64,17,205,18,201,13,4,5
2389,13833,1930022,23,11,1990,12,male,233.0,15,9,1,0,1,0,0,0
2390,35522,2099806,21,1,1992,9,male,382.0,51,35,0,0,0,0,0,0
2391,31273,1040272,16,27,1997,2,female,190.0,42,31,0,0,0,0,0,0
2392,80753,1757691,19,3,1994,8,female,502.0,267,183,80,254,80,252,0,2
2393,17714,1265845,21,9,1992,12,male,315.0,21,15,0,5,0,3,0,2
2394,85790,1064372,53,27,1960,1,male,960.0,353,235,145,88,72,47,73,41
2395,11939,1741511,49,18,1964,5,male,427.0,12,6,5,0,0,0,5,0
2396,64985,1400888,36,18,1977,2,male,915.0,144,118,209,81,209,63,0,18
2397,44669,1837492,14,20,1999,3,male,167.0,70,25,11,1,11,1,0,0
2398,31105,1870412,20,5,1993,5,male,50.0,41,31,96,17,96,4,0,13
2399,34968,1545397,48,20,1965,1,female,841.0,48,24,9,1,9,1,0,0
2400,33754,1495559,54,21,1959,2,female,1403.0,47,14,1,5,1,2,0,3
2401,73220,1966449,28,1,1985,1,male,794.0,204,168,0,0,0,0,0,0
2402,7967,1808529,103,10,1910,11,male,142.0,6,3,0,0,0,0,0,0
2403,95795,1447423,25,5,1988,10,female,1771.0,966,527,781,1278,196,829,585,449
2404,82236,1067887,17,9,1996,4,male,224.0,294,235,1,3,1,3,0,0
2405,59349,1911256,58,14,1955,11,male,1975.0,119,35,0,0,0,0,0,0
2406,58933,1586420,39,24,1974,8,female,587.0,114,79,94,109,94,46,0,63
2407,35149,1765868,113,8,1900,7,female,1147.0,49,31,33,18,0,6,33,12
2408,82272,2001347,57,2,1956,6,male,270.0,292,133,2,2,2,2,0,0
2409,1438,1619135,46,18,1967,2,male,307.0,0,0,0,0,0,0,0,0
2410,39008,1317355,61,21,1952,3,female,280.0,56,36,62,1,35,1,27,0
2411,25096,1885775,25,4,1988,4,female,534.0,31,29,115,76,91,34,24,42
2412,7107,1677524,18,22,1995,5,female,367.0,5,4,4,29,4,8,0,21
2413,59035,1910076,22,21,1991,10,female,705.0,113,90,182,4,182,4,0,0
2414,95714,1370493,18,19,1995,4,female,552.0,918,178,500,175,397,98,103,77
2415,66509,2048449,19,6,1994,7,male,353.0,152,118,4,1,4,0,0,1
2416,13915,2167422,29,29,1984,3,female,70.0,15,2,2,1,2,1,0,0
2417,59106,1967671,20,25,1993,8,male,107.0,115,53,453,67,350,33,103,34
2418,41440,1682729,60,16,1953,2,female,1035.0,63,27,1,6,1,6,0,0
2419,35986,1826991,32,16,1981,3,male,102.0,50,22,11,4,11,4,0,0
2420,70272,1495473,74,15,1939,9,female,1687.0,181,87,0,0,0,0,0,0
2421,64914,2192886,13,10,2000,3,female,230.0,140,94,116,55,110,36,6,19
2422,16417,1716565,25,1,1988,1,female,203.0,20,15,0,15,0,9,0,6
2423,22788,1241911,21,16,1992,6,female,24.0,28,21,4,17,4,17,0,0
2424,78911,1418969,18,19,1995,10,male,395.0,245,173,266,134,244,111,22,23
2425,73848,2072960,47,17,1966,9,male,510.0,200,80,150,167,150,137,0,30
2426,52177,1430431,29,27,1984,1,male,404.0,90,57,322,199,322,145,0,54
2427,19351,1791703,20,13,1993,6,female,285.0,23,7,15,18,4,18,11,0
2428,75028,1947696,61,28,1952,4,female,1804.0,209,169,511,174,360,123,151,51
2429,24047,1651156,34,7,1979,10,female,9.0,29,20,15,10,15,9,0,1
2430,27269,1685387,22,27,1991,6,male,164.0,35,26,12,0,12,0,0,0
2431,58749,1862870,23,10,1990,9,female,405.0,115,85,27,54,27,37,0,17
2432,5380,2159808,72,30,1941,9,female,360.0,3,1,0,0,0,0,0,0
2433,74179,2091724,26,26,1987,12,male,889.0,205,140,0,1,0,1,0,0
2434,35531,1893774,23,22,1990,6,female,421.0,51,43,0,0,0,0,0,0
2435,81988,1969126,17,15,1996,12,female,280.0,279,129,515,501,515,264,0,237
2436,6702,1107902,31,17,1982,1,male,192.0,5,5,0,0,0,0,0,0
2437,32872,1047891,100,1,1913,1,male,694.0,45,28,5,1,5,1,0,0
2438,93570,1264782,19,12,1994,10,male,667.0,682,395,121,256,121,173,0,83
2439,84494,1575545,57,23,1956,12,male,1699.0,322,231,23,207,0,54,23,153
2440,28322,1145959,16,11,1997,9,female,431.0,38,24,0,0,0,0,0,0
2441,1387,2132812,43,30,1970,5,male,341.0,0,0,0,0,0,0,0,0
2442,72451,1037881,24,26,1989,10,male,491.0,194,146,4,5,4,4,0,1
2443,83750,1534831,22,19,1991,8,male,201.0,310,225,124,63,124,23,0,40
2444,9773,2150789,34,11,1979,1,female,8.0,10,9,0,0,0,0,0,0
2445,23792,1871682,20,20,1993,3,male,291.0,29,16,4,12,0,4,4,8
2446,47834,1461566,52,2,1961,9,female,182.0,78,55,9,11,0,3,9,8
2447,33646,1738008,63,22,1950,8,male,433.0,47,44,0,5,0,2,0,3
2448,95908,1142302,30,21,1983,11,male,403.0,874,691,1482,115,1482,98,0,17
2449,63726,2114059,15,8,1998,1,female,412.0,139,61,20,64,7,36,13,28
2450,47811,1484415,23,15,1990,5,male,199.0,77,71,7,19,6,11,1,8
2451,65876,1388632,15,10,1998,10,female,477.0,147,120,62,108,62,88,0,20
2452,25108,1351070,51,6,1962,4,female,1050.0,31,20,145,78,0,15,145,63
2453,60861,1606383,64,20,1949,1,female,1026.0,124,91,58,15,0,12,58,3
2454,65066,1434885,20,14,1993,4,female,562.0,140,103,506,734,128,450,378,284
2455,96838,1719307,19,21,1994,9,female,277.0,1085,951,1268,672,1232,303,36,369
2456,23618,1017119,29,9,1984,8,male,201.0,29,28,1,1,1,1,0,0
2457,98397,1733618,17,20,1996,11,female,540.0,1955,987,249,54,229,25,20,29
2458,71474,2185628,14,17,1999,4,male,324.0,188,89,9,2,0,0,9,2
2459,70018,2065366,22,13,1991,7,female,143.0,174,117,289,597,12,44,277,553
2460,54464,1196284,40,22,1973,5,male,475.0,99,76,0,4,0,3,0,1
2461,60398,1454402,54,23,1959,9,male,1275.0,123,55,0,0,0,0,0,0
2462,97532,1569446,27,1,1986,1,female,1540.0,1770,888,318,834,274,597,44,237
2463,82669,1756486,19,24,1994,12,male,1112.0,294,196,62,49,20,38,42,11
2464,47930,1543212,45,30,1968,8,male,377.0,77,51,21,3,21,1,0,2
2465,92502,2011466,18,29,1995,9,male,124.0,611,486,82,37,14,26,68,11
2466,85750,2094109,17,16,1996,6,male,527.0,341,149,121,59,1,22,120,37
2467,40945,1085611,20,15,1993,8,male,37.0,61,54,230,239,90,85,140,154
2468,52412,2062499,40,19,1973,10,male,143.0,92,77,1,43,0,7,1,36
2469,53711,1939822,26,8,1987,2,male,492.0,97,54,13,11,3,5,10,6
2470,74521,1313337,25,9,1988,11,male,420.0,208,173,16,16,14,12,2,4
2471,69294,1143682,24,13,1989,3,male,513.0,175,97,0,7,0,7,0,0
2472,1886,1634817,30,1,1983,4,male,9.0,0,0,6,1,6,1,0,0
2473,57262,2091985,36,16,1977,3,male,625.0,108,54,0,2,0,2,0,0
2474,49769,1647485,18,14,1995,5,male,283.0,83,41,11,1,11,1,0,0
2475,20270,1749666,36,19,1977,6,male,28.0,24,18,11,7,11,5,0,2
2476,75576,1685187,100,21,1913,10,male,1211.0,218,113,21,19,21,13,0,6
2477,87204,1387999,68,30,1945,9,female,634.0,386,232,1,2,0,0,1,2
2478,37162,1196031,57,17,1956,11,male,461.0,53,14,40,124,35,65,5,59
2479,18260,1891750,43,13,1970,3,male,200.0,21,14,37,19,37,12,0,7
2480,48361,1469704,36,7,1977,10,male,1523.0,80,43,0,1,0,1,0,0
2481,19820,1513252,23,10,1990,10,male,78.0,24,24,0,1,0,1,0,0
2482,72905,1908484,20,15,1993,10,female,695.0,191,65,155,16,155,14,0,2
2483,96121,1378862,26,26,1987,8,female,744.0,1141,109,4,0,4,0,0,0
2484,46240,1564012,43,6,1970,10,female,1626.0,72,50,574,483,570,168,4,315
2485,14569,1216957,43,29,1970,1,male,1562.0,16,6,0,0,0,0,0,0
2486,44523,1956036,20,5,1993,5,male,144.0,70,47,3,7,3,3,0,4
2487,18247,1084735,61,22,1952,8,female,171.0,21,13,31,44,31,7,0,37
2488,72350,2132805,23,17,1990,4,female,771.0,195,38,1,7,1,6,0,1
2489,35150,2015936,36,31,1977,3,female,524.0,49,17,33,29,21,15,12,14
2490,97977,1801536,17,14,1996,10,female,270.0,1340,1021,4915,2496,3984,1076,931,1420
2491,3636,1541922,21,27,1992,9,male,186.0,1,1,18,9,16,9,2,0
2492,65653,1627434,21,8,1992,12,male,207.0,150,147,17,11,0,10,17,1
2493,73983,1945674,41,28,1972,6,female,558.0,199,112,422,541,328,389,94,152
2494,32657,1972477,49,12,1964,1,male,1551.0,45,17,1,1,0,1,1,0
2495,96689,1040445,19,5,1994,12,female,661.0,1134,295,547,2792,204,1581,343,1211
2496,69565,1485152,25,11,1988,11,male,754.0,171,155,10,14,10,3,0,11
2497,47057,1828423,30,2,1983,7,male,205.0,75,56,30,31,30,14,0,17
2498,48250,1936291,16,13,1997,9,female,398.0,80,41,0,0,0,0,0,0
2499,49518,1007498,28,25,1985,10,female,116.0,83,27,1,1,1,0,0,1
2500,74211,1383239,89,5,1924,8,female,1568.0,205,109,0,13,0,8,0,5
2501,11357,1584356,33,6,1980,6,male,497.0,11,11,10,3,10,2,0,1
2502,92537,2092166,15,6,1998,1,female,340.0,634,127,98,73,98,54,0,19
2503,50644,2037375,17,7,1996,11,male,33.0,86,83,4,1,3,1,1,0
2504,63860,1382540,90,24,1923,8,female,1069.0,136,55,49,39,46,17,3,22
